start-date,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10
199301,--,--,--,--,--,--,--,--,--,--
199401,--,--,--,--,--,--,--,--,--,--
199501,--,--,--,--,--,--,--,--,--,--
199601,--,--,--,--,--,--,--,--,--,--
199701,--,--,--,--,--,--,--,--,--,--
199801,--,--,--,--,--,--,--,--,--,--
199901,--,--,--,--,--,--,--,--,--,--
200001,--,--,--,--,--,--,--,--,--,--
200101,--,--,--,--,--,--,--,--,--,--
200201,--,--,--,--,--,--,--,--,--,--
200301,--,--,--,--,--,--,--,--,--,--
200401,--,--,--,--,--,--,--,--,--,--
200501,--,--,--,--,--,--,--,--,--,--
200601,--,--,--,--,--,--,--,--,--,--
200701,--,--,--,--,--,--,--,--,--,--
200801,--,--,--,--,--,--,--,--,--,--
200901,--,--,--,--,--,--,--,--,--,--
201001,--,--,--,--,--,--,--,--,--,--
201101,--,--,--,--,--,--,--,--,--,--
201201,--,--,--,--,--,--,--,--,--,--
201301,--,--,--,--,--,--,--,--,--,--
201401,--,--,--,--,--,--,--,--,--,--
201501,--,--,--,--,--,--,--,--,--,--
201601,--,--,--,--,--,--,--,--,--,--
201701,--,--,--,--,--,--,--,--,--,--
201801,--,--,--,--,--,--,--,--,--,--
201901,--,--,--,--,--,--,--,--,--,--
202001,--,--,--,--,--,--,--,--,--,--
202101,--,--,--,--,--,--,--,--,--,--
202201,--,--,--,--,--,--,--,--,--,--
199303,--,--,--,--,--,--,--,--,--,--
199403,--,--,--,--,--,--,--,--,--,--
199503,--,--,--,--,--,--,--,--,--,--
199603,--,--,--,--,--,--,--,--,--,--
199703,--,--,--,--,--,--,--,--,--,--
199803,--,--,--,--,--,--,--,--,--,--
199903,--,--,--,--,--,--,--,--,--,--
200003,--,--,--,--,--,--,--,--,--,--
200103,--,--,--,--,--,--,--,--,--,--
200203,--,--,--,--,--,--,--,--,--,--
200303,--,--,--,--,--,--,--,--,--,--
200403,--,--,--,--,--,--,--,--,--,--
200503,--,--,--,--,--,--,--,--,--,--
200603,--,--,--,--,--,--,--,--,--,--
200703,--,--,--,--,--,--,--,--,--,--
200803,--,--,--,--,--,--,--,--,--,--
200903,--,--,--,--,--,--,--,--,--,--
201003,--,--,--,--,--,--,--,--,--,--
201103,--,--,--,--,--,--,--,--,--,--
201203,--,--,--,--,--,--,--,--,--,--
201303,--,--,--,--,--,--,--,--,--,--
201403,--,--,--,--,--,--,--,--,--,--
201503,--,--,--,--,--,--,--,--,--,--
201603,--,--,--,--,--,--,--,--,--,--
201703,--,--,--,--,--,--,--,--,--,--
201803,--,--,--,--,--,--,--,--,--,--
201903,--,--,--,--,--,--,--,--,--,--
202003,--,--,--,--,--,--,--,--,--,--
202103,--,--,--,--,--,--,--,--,--,--
202203,--,--,--,--,--,--,--,--,--,--
199305,--,--,--,--,--,--,--,--,--,--
199405,--,--,--,--,--,--,--,--,--,--
199505,--,--,--,--,--,--,--,--,--,--
199605,--,--,--,--,--,--,--,--,--,--
199705,--,--,--,--,--,--,--,--,--,--
199805,--,--,--,--,--,--,--,--,--,--
199905,--,--,--,--,--,--,--,--,--,--
200005,--,--,--,--,--,--,--,--,--,--
200105,--,--,--,--,--,--,--,--,--,--
200205,--,--,--,--,--,--,--,--,--,--
200305,--,--,--,--,--,--,--,--,--,--
200405,--,--,--,--,--,--,--,--,--,--
200505,--,--,--,--,--,--,--,--,--,--
200605,--,--,--,--,--,--,--,--,--,--
200705,--,--,--,--,--,--,--,--,--,--
200805,--,--,--,--,--,--,--,--,--,--
200905,--,--,--,--,--,--,--,--,--,--
201005,--,--,--,--,--,--,--,--,--,--
201105,--,--,--,--,--,--,--,--,--,--
201205,--,--,--,--,--,--,--,--,--,--
201305,--,--,--,--,--,--,--,--,--,--
201405,--,--,--,--,--,--,--,--,--,--
201505,--,--,--,--,--,--,--,--,--,--
201605,--,--,--,--,--,--,--,--,--,--
201705,--,--,--,--,--,--,--,--,--,--
201805,--,--,--,--,--,--,--,--,--,--
201905,--,--,--,--,--,--,--,--,--,--
202005,--,--,--,--,--,--,--,--,--,--
202105,--,--,--,--,--,--,--,--,--,--
202205,--,--,--,--,--,--,--,--,--,--
199307,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199407,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199507,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199607,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199707,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199807,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
199907,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
200007,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
200107,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
200207,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
200307,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE,DONE
200407,--,--,--,--,--,--,--,--,--,--
200507,--,--,--,--,--,--,--,--,--,--
200607,--,--,--,--,--,--,--,--,--,--
200707,--,--,--,--,--,--,--,--,--,--
200807,--,--,--,--,--,--,--,--,--,--
200907,--,--,--,--,--,--,--,--,--,--
201007,--,--,--,--,--,--,--,--,--,--
201107,--,--,--,--,--,--,--,--,--,--
201207,--,--,--,--,--,--,--,--,--,--
201307,--,--,--,--,--,--,--,--,--,--
201407,--,--,--,--,--,--,--,--,--,--
201507,--,--,--,--,--,--,--,--,--,--
201607,--,--,--,--,--,--,--,--,--,--
201707,--,--,--,--,--,--,--,--,--,--
201807,--,--,--,--,--,--,--,--,--,--
201907,--,--,--,--,--,--,--,--,--,--
202007,--,--,--,--,--,--,--,--,--,--
202107,--,--,--,--,--,--,--,--,--,--
202207,--,--,--,--,--,--,--,--,--,--
199309,--,--,--,--,--,--,--,--,--,--
199409,--,--,--,--,--,--,--,--,--,--
199509,--,--,--,--,--,--,--,--,--,--
199609,--,--,--,--,--,--,--,--,--,--
199709,--,--,--,--,--,--,--,--,--,--
199809,--,--,--,--,--,--,--,--,--,--
199909,--,--,--,--,--,--,--,--,--,--
200009,--,--,--,--,--,--,--,--,--,--
200109,--,--,--,--,--,--,--,--,--,--
200209,--,--,--,--,--,--,--,--,--,--
200309,--,--,--,--,--,--,--,--,--,--
200409,--,--,--,--,--,--,--,--,--,--
200509,--,--,--,--,--,--,--,--,--,--
200609,--,--,--,--,--,--,--,--,--,--
200709,--,--,--,--,--,--,--,--,--,--
200809,--,--,--,--,--,--,--,--,--,--
200909,--,--,--,--,--,--,--,--,--,--
201009,--,--,--,--,--,--,--,--,--,--
201109,--,--,--,--,--,--,--,--,--,--
201209,--,--,--,--,--,--,--,--,--,--
201309,--,--,--,--,--,--,--,--,--,--
201409,--,--,--,--,--,--,--,--,--,--
201509,--,--,--,--,--,--,--,--,--,--
201609,--,--,--,--,--,--,--,--,--,--
201709,--,--,--,--,--,--,--,--,--,--
201809,--,--,--,--,--,--,--,--,--,--
201909,--,--,--,--,--,--,--,--,--,--
202009,--,--,--,--,--,--,--,--,--,--
202109,--,--,--,--,--,--,--,--,--,--
202209,--,--,--,--,--,--,--,--,--,--
199311,--,--,--,--,--,--,--,--,--,--
199411,--,--,--,--,--,--,--,--,--,--
199511,--,--,--,--,--,--,--,--,--,--
199611,--,--,--,--,--,--,--,--,--,--
199711,--,--,--,--,--,--,--,--,--,--
199811,--,--,--,--,--,--,--,--,--,--
199911,--,--,--,--,--,--,--,--,--,--
200011,--,--,--,--,--,--,--,--,--,--
200111,--,--,--,--,--,--,--,--,--,--
200211,--,--,--,--,--,--,--,--,--,--
200311,--,--,--,--,--,--,--,--,--,--
200411,--,--,--,--,--,--,--,--,--,--
200511,--,--,--,--,--,--,--,--,--,--
200611,--,--,--,--,--,--,--,--,--,--
200711,--,--,--,--,--,--,--,--,--,--
200811,--,--,--,--,--,--,--,--,--,--
200911,--,--,--,--,--,--,--,--,--,--
201011,--,--,--,--,--,--,--,--,--,--
201111,--,--,--,--,--,--,--,--,--,--
201211,--,--,--,--,--,--,--,--,--,--
201311,--,--,--,--,--,--,--,--,--,--
201411,--,--,--,--,--,--,--,--,--,--
201511,--,--,--,--,--,--,--,--,--,--
201611,--,--,--,--,--,--,--,--,--,--
201711,--,--,--,--,--,--,--,--,--,--
201811,--,--,--,--,--,--,--,--,--,--
201911,--,--,--,--,--,--,--,--,--,--
202011,--,--,--,--,--,--,--,--,--,--
202111,--,--,--,--,--,--,--,--,--,--
202211,--,--,--,--,--,--,--,--,--,--
